MATEST,MATESTCD,SPECIES,STRAIN,SEX,MASPEC,MASTRESC,MAFREQ,N
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"ARTERY, AORTA",NO VISIBLE LESIONS,0.003205813,4679
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"ARTERY, AORTA","DISCOLORATION, GRAY",0.000427442,4679
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"ARTERY, ILIAC",UNREMARKABLE,1,80
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BODY CAVITY, ABDOMINAL",UNREMARKABLE,0.919678715,249
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BODY CAVITY, ABDOMINAL",ADHESION,0.044176707,249
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BODY CAVITY, ABDOMINAL","FLUID, RED",0.008032129,249
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BODY CAVITY, ABDOMINAL",DARK FLUID,0.008032129,249
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BODY CAVITY, ABDOMINAL",ASCITES,0.004016064,249
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BODY CAVITY, ABDOMINAL",PALE MATERIAL,0.004016064,249
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BODY CAVITY, ABDOMINAL",ABUNREMARKABLE CONTENTS,0.004016064,249
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BODY CAVITY, ABDOMINAL",MASS,0.004016064,249
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BODY CAVITY, ABDOMINAL","FLUID, CLEAR",0.004016064,249
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BODY CAVITY, CRANIAL",UNREMARKABLE,0.957446809,94
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BODY CAVITY, CRANIAL",MATERIAL ACCUMULATION,0.021276596,94
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BODY CAVITY, CRANIAL",MASS,0.010638298,94
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BODY CAVITY, CRANIAL",ADHESION,0.010638298,94
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BODY CAVITY, NASAL",UNREMARKABLE,1,1268
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BODY CAVITY, ORAL",UNREMARKABLE,1,134
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BODY CAVITY, PERICARDIAL",UNREMARKABLE,1,70
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BODY CAVITY, THORACIC",UNREMARKABLE,0.958158996,239
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BODY CAVITY, THORACIC",ADHESION,0.008368201,239
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BODY CAVITY, THORACIC",ABUNREMARKABLE CONTENTS,0.008368201,239
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BODY CAVITY, THORACIC","FLUID, RED",0.008368201,239
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BODY CAVITY, THORACIC","FLUID, YELLOW",0.0041841,239
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BODY CAVITY, THORACIC",MASS,0.0041841,239
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BODY CAVITY, THORACIC",MATERIAL ACCUMULATION,0.0041841,239
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BODY CAVITY, THORACIC","FLUID, CLEAR",0.0041841,239
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,BONE,UNREMARKABLE,0.938461538,130
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,BONE,THICKENED,0.030769231,130
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,BONE,DISCOLORED,0.007692308,130
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,BONE,MASS(ES),0.007692308,130
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,BONE,IRREGULAR SURFACE,0.007692308,130
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,BONE,RAISED AREA,0.007692308,130
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,BONE MARROW,UNREMARKABLE,1,495
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BONE MARROW, FEMUR",UNREMARKABLE,0.999348534,1535
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BONE MARROW, FEMUR","DISCOLORATION, GREEN",0.000651466,1535
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BONE MARROW, STERNUM",UNREMARKABLE,1,1865
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BONE MARROW, TIBIA",UNREMARKABLE,1,15
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BONE, FEMUR",UNREMARKABLE,1,2492
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BONE, FEMUR/JOINT, FEMOROTIBIAL",UNREMARKABLE,0.942748092,262
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BONE, FEMUR/JOINT, FEMOROTIBIAL",NO VISIBLE LESIONS,0.057251908,262
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BONE, SKULL",MASS,1,1
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BONE, STERNUM",UNREMARKABLE,0.993558776,2484
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BONE, STERNUM",NO VISIBLE LESIONS,0.006038647,2484
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BONE, STERNUM",MALFORMED,0.000402576,2484
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BONE, TIBIA",UNREMARKABLE,0.9375,16
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BONE, TIBIA",IRREGULAR SURFACE,0.0625,16
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BONE, VERTEBRA",UNREMARKABLE,0.571428571,35
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BONE, VERTEBRA",NO VISIBLE LESIONS,0.428571429,35
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,BRAIN,UNREMARKABLE,0.972157773,4741
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,BRAIN,DEPRESSED AREA,0.021303522,4741
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,BRAIN,NO VISIBLE LESIONS,0.003163889,4741
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,BRAIN,MASS,0.000632778,4741
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,BRAIN,DISCOLORATION(S),0.000421852,4741
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,BRAIN,MASS(ES),0.000210926,4741
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,BRAIN,ABUNREMARKABLE SHAPE,0.000210926,4741
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,BRAIN,ABSENT/CANNIBALIZED,0.000210926,4741
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,BRAIN,"DISCOLORATION, BROWN",0.000210926,4741
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,BRAIN,"FOCUS/FOCI, RED",0.000210926,4741
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,BRAIN,DISCOLORED,0.000210926,4741
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,BRAIN,NODULE(S),0.000210926,4741
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,BRAIN,SOFT,0.000210926,4741
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,BRAIN,"FOCUS/FOCI, BROWN",0.000210926,4741
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,BRAIN,DILATATION,0.000210926,4741
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,BRAIN,FIRM,0.000210926,4741
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"BRAIN, OLFACTORY BULB",UNREMARKABLE,1,53
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,BRONCHUS,UNREMARKABLE,1,149
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,CARINA,UNREMARKABLE,1,125
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"DUCT, COMMON BILE",DILATION,0.5,2
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"DUCT, COMMON BILE",ENLARGED,0.5,2
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EAR,UNREMARKABLE,0.967213115,122
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EAR,NODULE,0.016393443,122
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EAR,THICK,0.008196721,122
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EAR,MASS,0.008196721,122
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"EAR, COCHLEA",UNREMARKABLE,1,72
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EPIDIDYMIS,UNREMARKABLE,0.985604006,4793
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EPIDIDYMIS,SMALL,0.006259128,4793
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EPIDIDYMIS,NO VISIBLE LESIONS,0.003129564,4793
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EPIDIDYMIS,ENLARGED,0.000417275,4793
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EPIDIDYMIS,DISCOLORED AREA(S),0.000417275,4793
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EPIDIDYMIS,ABUNREMARKABLE SIZE,0.000417275,4793
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EPIDIDYMIS,NODULE,0.000417275,4793
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EPIDIDYMIS,DECREASED IN SIZE,0.000417275,4793
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EPIDIDYMIS,ABUNREMARKABLE CONSISTENCY,0.000417275,4793
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EPIDIDYMIS,IRREGULAR SURFACE,0.000208638,4793
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EPIDIDYMIS,FIRM,0.000208638,4793
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EPIDIDYMIS,REDUCED IN SIZE BILATERAL,0.000208638,4793
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EPIDIDYMIS,"SMALL, BILATERAL",0.000208638,4793
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EPIDIDYMIS,MASS,0.000208638,4793
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EPIDIDYMIS,EDEMA,0.000208638,4793
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EPIDIDYMIS,PALE DISCOLORATION,0.000208638,4793
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EPIDIDYMIS,LARGE,0.000208638,4793
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EPIDIDYMIS,ABSENCE,0.000208638,4793
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EPIDIDYMIS,MASS(ES),0.000208638,4793
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EPIDIDYMIS,FOCUS,0.000208638,4793
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EPIDIDYMIS,DEFORMITY,0.000208638,4793
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,ESOPHAGUS,UNREMARKABLE,0.994664959,4686
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,ESOPHAGUS,NO VISIBLE LESIONS,0.003201024,4686
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,ESOPHAGUS,ABUNREMARKABLE CONTENTS,0.000853606,4686
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,ESOPHAGUS,DILATION,0.000213402,4686
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,ESOPHAGUS,FROTHY MATERIAL,0.000213402,4686
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,ESOPHAGUS,NODULE(S),0.000213402,4686
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,ESOPHAGUS,CANNIBALISED - PARTIALLY,0.000213402,4686
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,ESOPHAGUS,DARK AREA,0.000213402,4686
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,ESOPHAGUS,PERFORATION,0.000213402,4686
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EYE,UNREMARKABLE,0.989830508,4425
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EYE,NO VISIBLE LESIONS,0.003389831,4425
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EYE,DISCOLORED,0.00180791,4425
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EYE,PROTRUDING,0.000677966,4425
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EYE,NOT PRESENT,0.000451977,4425
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EYE,ABSENT/CANNIBALIZED,0.000451977,4425
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EYE,CLOUDY,0.000451977,4425
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EYE,ROUGH SURFACE,0.000225989,4425
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EYE,ABUNREMARKABLE AREA(S),0.000225989,4425
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EYE,EXOPHTHALMOS,0.000225989,4425
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EYE,PROLAPSE,0.000225989,4425
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EYE,"FOCUS, REDDISH/DARK REDDISH",0.000225989,4425
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EYE,FOCUS,0.000225989,4425
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EYE,"FOCUS, DARK",0.000225989,4425
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EYE,SMALL,0.000225989,4425
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EYE,ABSENT PORTION/CANNIBALIZED,0.000225989,4425
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EYE,"EXOPHTHALMOS, RIGHT",0.000225989,4425
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EYE,OPACITY,0.000225989,4425
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EYE,DISCOLORATION,0.000225989,4425
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EYE,CANNIBALISED,0.000225989,4425
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,EYELID,UNREMARKABLE,1,45
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,FOOT,UNREMARKABLE,0.379310345,58
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,FOOT,SORE,0.362068966,58
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,FOOT,SWOLLEN,0.120689655,58
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,FOOT,SCAB,0.086206897,58
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,FOOT,LESION,0.017241379,58
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,FOOT,SCALY SKIN,0.017241379,58
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,FOOT,SWOLLEN/THICKENED,0.017241379,58
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,FORELIMB,UNREMARKABLE,1,51
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GANGLION, CERVICOTHORACIC",UNREMARKABLE,1,15
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GANGLION, DORSAL ROOT",UNREMARKABLE,1,81
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GANGLION, TRIGEMINAL/NERVE, TRIGEMINAL",UNREMARKABLE,1,15
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,GINGIVA,UNREMARKABLE,0.975609756,82
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,GINGIVA,THICKENED,0.012195122,82
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,GINGIVA,SWOLLEN,0.012195122,82
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, ADRENAL",UNREMARKABLE,0.985403004,4727
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, ADRENAL",SMALL,0.00317326,4727
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, ADRENAL",NO VISIBLE LESIONS,0.00317326,4727
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, ADRENAL",LARGE,0.001903956,4727
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, ADRENAL",ENLARGED,0.001903956,4727
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, ADRENAL",MASS,0.001269304,4727
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, ADRENAL",DISCOLORED,0.001269304,4727
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, ADRENAL",ABUNREMARKABLE SIZE,0.000423101,4727
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, ADRENAL",FOCUS,0.000211551,4727
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, ADRENAL",ABUNREMARKABLE SHAPE,0.000211551,4727
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, ADRENAL",INCREASED SIZE,0.000211551,4727
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, ADRENAL",SWOLLEN,0.000211551,4727
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, ADRENAL",ENLARGEMENT,0.000211551,4727
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, ADRENAL",BROWN DISCOLORATION,0.000211551,4727
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, ADRENAL",MOTTLED,0.000211551,4727
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, COAGULATING",UNREMARKABLE,0.996569468,1166
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, COAGULATING",SMALL,0.002572899,1166
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, COAGULATING",ENLARGED,0.000857633,1166
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, HARDERIAN",UNREMARKABLE,0.994128636,3747
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, HARDERIAN",NO VISIBLE LESIONS,0.004003203,3747
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, HARDERIAN",NOT PRESENT,0.00053376,3747
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, HARDERIAN",MASS,0.00026688,3747
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, HARDERIAN",ABSENT/CANNIBALIZED,0.00026688,3747
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, HARDERIAN",LARGE,0.00026688,3747
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, HARDERIAN",DISCOLORED,0.00026688,3747
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, HARDERIAN",CANNIBALISED - PARTIALLY,0.00026688,3747
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, LACRIMAL",UNREMARKABLE,0.979899497,1592
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, LACRIMAL",NO VISIBLE LESIONS,0.009422111,1592
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, LACRIMAL",DISCOLORED,0.006909548,1592
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, LACRIMAL",NOT IDENTIFIED,0.001256281,1592
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, LACRIMAL",ABUNREMARKABLE COLOR,0.000628141,1592
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, LACRIMAL",NOT PRESENT,0.000628141,1592
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, LACRIMAL",ABSENT/CANNIBALIZED,0.000628141,1592
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, LACRIMAL",CANNIBALISED,0.000628141,1592
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, MAMMARY",UNREMARKABLE,0.987572816,2575
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, MAMMARY",NO VISIBLE LESIONS,0.005825243,2575
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, MAMMARY",MASS,0.005436893,2575
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, MAMMARY",MASS(ES),0.001165049,2575
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PARATHYROID",UNREMARKABLE,0.999082849,3271
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PARATHYROID",NOT IDENTIFIED,0.000305717,3271
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PARATHYROID",ENLARGEMENT,0.000305717,3271
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PARATHYROID",ENLARGED,0.000305717,3271
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PITUITARY",UNREMARKABLE,0.938458262,4696
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PITUITARY",ENLARGED,0.030238501,4696
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PITUITARY",MASS,0.023637138,4696
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PITUITARY",NO VISIBLE LESIONS,0.003194208,4696
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PITUITARY",RAISED AREA,0.001277683,4696
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PITUITARY",LARGE,0.000851789,4696
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PITUITARY",CYST,0.000851789,4696
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PITUITARY",DISCOLORED,0.000638842,4696
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PITUITARY",ABSENT/CANNIBALIZED,0.000212947,4696
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PITUITARY",DARK DISCOLORATION,0.000212947,4696
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PITUITARY",SMALL,0.000212947,4696
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PITUITARY","FOCUS/FOCI, RED",0.000212947,4696
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PREPUTIAL",UNREMARKABLE,0.971760797,602
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PREPUTIAL",LARGE,0.009966777,602
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PREPUTIAL",DISCOLORED,0.006644518,602
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PREPUTIAL",MASS,0.004983389,602
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PREPUTIAL",ENLARGED,0.003322259,602
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PREPUTIAL",SMALL,0.00166113,602
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PREPUTIAL",ABSCESS,0.00166113,602
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PROSTATE",UNREMARKABLE,0.987717069,4722
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PROSTATE",NO VISIBLE LESIONS,0.00317662,4722
Gross Pathological Examination,GROSPATH,RAT,SPRAGUE-DAWLEY,M,"GLAND, PROSTATE",SMALL,0.001905972,4722
