MITEST,MITESTCD,SPECIES,STRAIN,SEX,MISPEC,MISTRESC,MIRESCAT,MIFREQ,N
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PARATHYROID","HEMOLYMPHORETICULAR TUMOR, MALIGNANT",NON-NEOPLASTIC,0.000337382,2964
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PARATHYROID",FIBROSIS,NON-NEOPLASTIC,0.000337382,2964
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PITUITARY",UNREMARKABLE,,0.910390848,3147
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PITUITARY","ADENOMA, PARS DISTALIS, BENIGN",BENIGN,0.059739434,3147
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PITUITARY",CYST,NON-NEOPLASTIC,0.01938354,3147
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PITUITARY",VACUOLATION,NON-NEOPLASTIC,0.003177629,3147
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PITUITARY",HYPERPLASIA,NON-NEOPLASTIC,0.002224341,3147
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PITUITARY","LYMPHOMA, MALIGNANT",MALIGNANT,0.001588815,3147
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PITUITARY",DILATATION,NON-NEOPLASTIC,0.000953289,3147
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PITUITARY","ADENOMA, PARS INTERMEDIA, BENIGN",BENIGN,0.000635526,3147
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PITUITARY","HEMOLYMPHORETICULAR TUMOR, MALIGNANT",NON-NEOPLASTIC,0.000635526,3147
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PITUITARY",HYPERTROPHY,NON-NEOPLASTIC,0.000317763,3147
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PITUITARY","CARCINOMA, PARS DISTALIS, MALIGNANT",MALIGNANT,0.000317763,3147
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PITUITARY","ADENOMA, ANTERIOR LOBE PITUITARY GLAND, BENIGN",BENIGN,0.000317763,3147
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PITUITARY",HEMORRHAGE,NON-NEOPLASTIC,0.000317763,3147
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PREPUTIAL",UNREMARKABLE,,0.5625,32
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PREPUTIAL",ABSCESS,NON-NEOPLASTIC,0.25,32
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PREPUTIAL","LYMPHOMA, MALIGNANT",MALIGNANT,0.09375,32
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PREPUTIAL","PAPILLOMA, SQUAMOUS CELL, BENIGN",NON-NEOPLASTIC,0.03125,32
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PREPUTIAL",MINERALIZATION,NON-NEOPLASTIC,0.03125,32
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PREPUTIAL",FIBROSIS,NON-NEOPLASTIC,0.03125,32
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PROSTATE",UNREMARKABLE,,0.898620947,2683
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PROSTATE",INFILTRATE,NON-NEOPLASTIC,0.053298546,2683
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PROSTATE",INFLAMMATION,NON-NEOPLASTIC,0.013790533,2683
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PROSTATE",MINERALIZATION,NON-NEOPLASTIC,0.01155423,2683
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PROSTATE",HYPERPLASIA,NON-NEOPLASTIC,0.005590757,2683
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PROSTATE",VACUOLATION,NON-NEOPLASTIC,0.00521804,2683
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PROSTATE",ATROPHY,NON-NEOPLASTIC,0.004099888,2683
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PROSTATE","HEMOLYMPHORETICULAR TUMOR, MALIGNANT",NON-NEOPLASTIC,0.001490868,2683
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PROSTATE","ADENOMA, BENIGN",BENIGN,0.001490868,2683
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PROSTATE","LYMPHOMA, MALIGNANT",MALIGNANT,0.001118151,2683
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PROSTATE",EDEMA,NON-NEOPLASTIC,0.001118151,2683
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PROSTATE",HEMORRHAGE,NON-NEOPLASTIC,0.000745434,2683
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PROSTATE","PARAGANGLIOMA, BENIGN",BENIGN,0.000372717,2683
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PROSTATE",THROMBUS,NON-NEOPLASTIC,0.000372717,2683
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PROSTATE",CYST,NON-NEOPLASTIC,0.000372717,2683
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PROSTATE",CELL DEBRIS,NON-NEOPLASTIC,0.000372717,2683
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PROSTATE",SINGLE CELL NECROSIS,NON-NEOPLASTIC,0.000372717,2683
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, PROSTATE/GLAND, SEMINAL VESICLE",UNREMARKABLE,,1,15
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, SALIVARY",UNREMARKABLE,,1,299
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, SALIVARY, PAROTID",UNREMARKABLE,,0.984722222,720
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, SALIVARY, PAROTID",ATROPHY,NON-NEOPLASTIC,0.004166667,720
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, SALIVARY, PAROTID",VACUOLATION,NON-NEOPLASTIC,0.004166667,720
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, SALIVARY, PAROTID",INFILTRATE,NON-NEOPLASTIC,0.004166667,720
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, SALIVARY, PAROTID","LYMPHOMA, MALIGNANT",MALIGNANT,0.002777778,720
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, SALIVARY, SUBLINGUAL",UNREMARKABLE,,0.99852071,676
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, SALIVARY, SUBLINGUAL",DEGENERATION/ATROPHY,NON-NEOPLASTIC,0.00147929,676
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, SALIVARY, SUBMANDIBULAR",UNREMARKABLE,,0.996317375,2987
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, SALIVARY, SUBMANDIBULAR","HEMOLYMPHORETICULAR TUMOR, MALIGNANT",NON-NEOPLASTIC,0.001004352,2987
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, SALIVARY, SUBMANDIBULAR",VACUOLATION,NON-NEOPLASTIC,0.001004352,2987
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, SALIVARY, SUBMANDIBULAR",INFILTRATE,NON-NEOPLASTIC,0.000669568,2987
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, SALIVARY, SUBMANDIBULAR",METAPLASIA,NON-NEOPLASTIC,0.000334784,2987
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, SALIVARY, SUBMANDIBULAR","LYMPHOMA, MALIGNANT",MALIGNANT,0.000334784,2987
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, SALIVARY, SUBMANDIBULAR",ATROPHY,NON-NEOPLASTIC,0.000334784,2987
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, SEMINAL VESICLE",UNREMARKABLE,,0.989990616,3197
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, SEMINAL VESICLE",HYPERPLASIA,NON-NEOPLASTIC,0.003127932,3197
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, SEMINAL VESICLE",SINGLE CELL NECROSIS,NON-NEOPLASTIC,0.003127932,3197
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, SEMINAL VESICLE",ATROPHY,NON-NEOPLASTIC,0.001251173,3197
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, SEMINAL VESICLE","HEMOLYMPHORETICULAR TUMOR, MALIGNANT",NON-NEOPLASTIC,0.00093838,3197
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, SEMINAL VESICLE",EDEMA,NON-NEOPLASTIC,0.00093838,3197
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, SEMINAL VESICLE",FIBROSIS,NON-NEOPLASTIC,0.000312793,3197
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, SEMINAL VESICLE",HEMORRHAGE,NON-NEOPLASTIC,0.000312793,3197
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, SEMINAL VESICLE/GLAND, COAGULATING",UNREMARKABLE,,1,15
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, THYROID",UNREMARKABLE,,0.943718905,3216
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, THYROID","ADENOMA, C-CELL, BENIGN",BENIGN,0.019278607,3216
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, THYROID",CYST,NON-NEOPLASTIC,0.018656716,3216
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, THYROID",HYPERTROPHY,NON-NEOPLASTIC,0.003731343,3216
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, THYROID",ECTOPIC TISSUE,NON-NEOPLASTIC,0.003731343,3216
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, THYROID","ADENOMA, FOLLICULAR CELL, BENIGN",BENIGN,0.002798507,3216
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, THYROID",ULTIMOBRANCHIAL CYST,NON-NEOPLASTIC,0.002176617,3216
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, THYROID","CARCINOMA, FOLLICULAR CELL, MALIGNANT",MALIGNANT,0.001243781,3216
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, THYROID","CARCINOMA, C-CELL, MALIGNANT",MALIGNANT,0.000932836,3216
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, THYROID","HEMOLYMPHORETICULAR TUMOR, MALIGNANT",NON-NEOPLASTIC,0.000932836,3216
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, THYROID",HYPERPLASIA,NON-NEOPLASTIC,0.000932836,3216
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, THYROID",INFILTRATE,NON-NEOPLASTIC,0.000621891,3216
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, THYROID",DEGENERATION/VACUOLATION,NON-NEOPLASTIC,0.000310945,3216
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, THYROID","LYMPHOMA, MALIGNANT",MALIGNANT,0.000310945,3216
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, THYROID",ATROPHY,NON-NEOPLASTIC,0.000310945,3216
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, THYROID",BASOPHILIA,NON-NEOPLASTIC,0.000310945,3216
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, THYROID/GLAND, PARATHYROID",UNREMARKABLE,,1,10
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, ZYMBAL",UNREMARKABLE,,0.975609756,369
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, ZYMBAL","CARCINOMA, MALIGNANT",MALIGNANT,0.005420054,369
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, ZYMBAL","HEMOLYMPHORETICULAR TUMOR, MALIGNANT",NON-NEOPLASTIC,0.005420054,369
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, ZYMBAL","LYMPHOMA, MALIGNANT",MALIGNANT,0.005420054,369
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, ZYMBAL","GRANULAR CELL TUMOR, MALIGNANT",MALIGNANT,0.002710027,369
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, ZYMBAL","PAPILLOMA, SQUAMOUS CELL, BENIGN",NON-NEOPLASTIC,0.002710027,369
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"GLAND, ZYMBAL","CARCINOMA, ZYMBAL'S GLAND",BENIGN,0.002710027,369
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,GUT-ASSOCIATED LYMPHOID TISSUE,UNREMARKABLE,,0.994256541,1567
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,GUT-ASSOCIATED LYMPHOID TISSUE,MINERALIZATION,NON-NEOPLASTIC,0.005105297,1567
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,GUT-ASSOCIATED LYMPHOID TISSUE,VACUOLATION,NON-NEOPLASTIC,0.000638162,1567
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEART,UNREMARKABLE,,0.88815534,2575
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEART,INFILTRATE,NON-NEOPLASTIC,0.036893204,2575
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEART,FIBROSIS,NON-NEOPLASTIC,0.018640777,2575
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEART,DEGENERATION/NECROSIS,NON-NEOPLASTIC,0.00815534,2575
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEART,INFLAMMATION,NON-NEOPLASTIC,0.00776699,2575
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEART,DILATATION,NON-NEOPLASTIC,0.007378641,2575
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEART,DEGENERATION,NON-NEOPLASTIC,0.006213592,2575
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEART,RODENT PROGRESSIVE CARDIOMYOPATHY,NON-NEOPLASTIC,0.005436893,2575
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEART,NECROSIS/INFILTRATE,NON-NEOPLASTIC,0.005048544,2575
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEART,INFILTRATE/FIBROSIS,NON-NEOPLASTIC,0.003883495,2575
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEART,NECROSIS,NON-NEOPLASTIC,0.001941748,2575
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEART,HEMORRHAGE,NON-NEOPLASTIC,0.001941748,2575
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEART,THROMBUS,NON-NEOPLASTIC,0.001553398,2575
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEART,"HEMOLYMPHORETICULAR TUMOR, MALIGNANT",NON-NEOPLASTIC,0.001553398,2575
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEART,METAPLASIA,NON-NEOPLASTIC,0.001165049,2575
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEART,PIGMENT,NON-NEOPLASTIC,0.000776699,2575
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEART,HYPERTROPHY,NON-NEOPLASTIC,0.000776699,2575
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEART,"SCHWANNOMA, MALIGNANT",MALIGNANT,0.00038835,2575
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEART,MINERALIZATION,NON-NEOPLASTIC,0.00038835,2575
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEART,"SCHWANNOMA, ENDOCARDIAL, MALIGNANT",MALIGNANT,0.00038835,2575
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEART,CYST,NON-NEOPLASTIC,0.00038835,2575
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEART,FIBROPLASIA,NON-NEOPLASTIC,0.00038835,2575
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEART,CONGESTION,NON-NEOPLASTIC,0.00038835,2575
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEART,"OSTEOSARCOMA, MALIGNANT",MALIGNANT,0.00038835,2575
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEMOLYMPHORETICULAR TISSUE,UNREMARKABLE,,0.950413223,121
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEMOLYMPHORETICULAR TISSUE,"LYMPHOMA, MALIGNANT",MALIGNANT,0.041322314,121
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HEMOLYMPHORETICULAR TISSUE,"LEUKEMIA, LARGE GRANULAR LYMPHOCYTIC, MALIGNANT",NON-NEOPLASTIC,0.008264463,121
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,HINDLIMB,UNREMARKABLE,,1,1
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,INNER EAR,UNREMARKABLE,,1,46
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,INTERVERTEBRAL DISC,UNREMARKABLE,,1,20
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,JOINT,UNREMARKABLE,,1,100
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"JOINT, CARPUS",UNREMARKABLE,,1,27
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"JOINT, ELBOW",UNREMARKABLE,,1,30
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"JOINT, FEMOROTIBIAL",UNREMARKABLE,,0.960044395,1802
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"JOINT, FEMOROTIBIAL",DEGENERATIVE JOINT DISEASE,NON-NEOPLASTIC,0.022752497,1802
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"JOINT, FEMOROTIBIAL",CELL DEBRIS,NON-NEOPLASTIC,0.004994451,1802
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"JOINT, FEMOROTIBIAL","CELLULARITY, INCREASED",NON-NEOPLASTIC,0.003884573,1802
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"JOINT, FEMOROTIBIAL",DEGENERATION,NON-NEOPLASTIC,0.003884573,1802
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"JOINT, FEMOROTIBIAL","LYMPHOMA, MALIGNANT",MALIGNANT,0.002219756,1802
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"JOINT, FEMOROTIBIAL","HEMOLYMPHORETICULAR TUMOR, MALIGNANT",NON-NEOPLASTIC,0.001109878,1802
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"JOINT, FEMOROTIBIAL",INFILTRATE,NON-NEOPLASTIC,0.000554939,1802
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"JOINT, FEMOROTIBIAL",INFLAMMATION,NON-NEOPLASTIC,0.000554939,1802
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,"JOINT, TARSUS",UNREMARKABLE,,1,21
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,UNREMARKABLE,,0.590830748,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,BASOPHILIA,NON-NEOPLASTIC,0.073767666,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,CHRONIC PROGRESSIVE NEPHROPATHY,NON-NEOPLASTIC,0.070320579,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,BASOPHILIC TUBULE,NON-NEOPLASTIC,0.055498104,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,INFILTRATE,NON-NEOPLASTIC,0.037573251,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,CAST,NON-NEOPLASTIC,0.027231989,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,DILATATION,NON-NEOPLASTIC,0.025508445,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,CYST,NON-NEOPLASTIC,0.022750776,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,VACUOLATION,NON-NEOPLASTIC,0.021371941,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,CONGESTION,NON-NEOPLASTIC,0.013788349,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,MINERALIZATION,NON-NEOPLASTIC,0.011030679,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,FIBROSIS,NON-NEOPLASTIC,0.009307135,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,DEGENERATION,NON-NEOPLASTIC,0.008962427,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,INFARCT,NON-NEOPLASTIC,0.004825922,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,ACCUMULATION,NON-NEOPLASTIC,0.004481213,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,DEGENERATION/NECROSIS,NON-NEOPLASTIC,0.003102378,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,HYPERPLASIA,NON-NEOPLASTIC,0.003102378,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,"LYMPHOMA, MALIGNANT",MALIGNANT,0.002068252,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,"HEMOLYMPHORETICULAR TUMOR, MALIGNANT",NON-NEOPLASTIC,0.001723544,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,PIGMENT,NON-NEOPLASTIC,0.001378835,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,DEGENERATION/REGENERATION,NON-NEOPLASTIC,0.001378835,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,INFLAMMATION,NON-NEOPLASTIC,0.001378835,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,PYELONEPHRITIS,NON-NEOPLASTIC,0.001378835,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,CALCULUS,NON-NEOPLASTIC,0.001034126,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,HEMORRHAGE,NON-NEOPLASTIC,0.000689417,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,HYPOPLASIA,NON-NEOPLASTIC,0.000689417,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,REGENERATION,NON-NEOPLASTIC,0.000689417,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,NEPHROBLASTEMATOSIS,NON-NEOPLASTIC,0.000689417,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,ATROPHY,NON-NEOPLASTIC,0.000344709,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,NECROSIS,NON-NEOPLASTIC,0.000344709,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,FATTY CHANGE,NON-NEOPLASTIC,0.000344709,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,"NEPHROBLASTOMA, MALIGNANT",MALIGNANT,0.000344709,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,HYPERTROPHY,NON-NEOPLASTIC,0.000344709,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,ANGIECTASIS,NON-NEOPLASTIC,0.000344709,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,KARYOCYTOMEGALY,NON-NEOPLASTIC,0.000344709,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,"ADENOMA, RENAL CELL, BENIGN",BENIGN,0.000344709,2901
Microscopic Examination,GHISTXQL,RAT,SPRAGUE-DAWLEY,M,KIDNEY,"FIBROSARCOMA, MALIGNANT",MALIGNANT,0.000344709,2901
