SPECIES,STRAIN,SEX,CLCAT,CLTEST,CLTESTCD,CLSTRESC,CLFREQ,N
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,COUNTER DISPLAY,CD,919,0.05,20
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,COUNTER DISPLAY,CD,1205,0.05,20
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,COUNTER DISPLAY,CD,1139,0.05,20
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,COUNTER DISPLAY,CD,1161,0.05,20
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,COUNTER DISPLAY,CD,1364,0.05,20
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,COUNTER DISPLAY,CD,1152,0.05,20
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,COUNTER DISPLAY,CD,672,0.05,20
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,COUNTER DISPLAY,CD,747,0.05,20
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,COUNTER DISPLAY,CD,1445,0.05,20
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,COUNTER DISPLAY,CD,1002,0.05,20
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,COUNTER DISPLAY,CD,676,0.05,20
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,COUNTER DISPLAY,CD,1441,0.05,20
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,COUNTER DISPLAY,CD,1021,0.05,20
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,COUNTER DISPLAY,CD,1149,0.05,20
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,COUNTER DISPLAY,CD,1380,0.05,20
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,COUNTER DISPLAY,CD,1130,0.05,20
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DAILY CLINICAL OBSERVATIONS,DAILY,UNREMARKABLE,0.986379115,4405
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DAILY CLINICAL OBSERVATIONS,DAILY,SCAB,0.013620885,4405
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DAILY CLINICAL SIGNS,CS,UNREMARKABLE,0.994444444,180
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DAILY CLINICAL SIGNS,CS,RESPIRATION:LABORED,0.005555556,180
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DAILY CLINICAL SIGNS,DCS,UNREMARKABLE,0.819091542,11492
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DAILY CLINICAL SIGNS,DCS,HAIR:HAIR LOSS,0.095718761,11492
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DAILY CLINICAL SIGNS,DCS,HAIR:STAINED,0.044291681,11492
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DAILY CLINICAL SIGNS,DCS,INJECTION SITE:SCAB(S),0.009049774,11492
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DAILY CLINICAL SIGNS,DCS,INJECTION SITE:SCARS,0.007918552,11492
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DAILY CLINICAL SIGNS,DCS,INJECTION SITE:ABUNREMARKABLE COLOR,0.00739645,11492
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DAILY CLINICAL SIGNS,DCS,INJECTION SITE:ABRASION,0.003567699,11492
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DAILY CLINICAL SIGNS,DCS,BEHAVIOR:ACTIVITY DECREASED,0.003567699,11492
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DAILY CLINICAL SIGNS,DCS,TAIL:KINKED,0.002436478,11492
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DAILY CLINICAL SIGNS,DCS,EXCRETION:FECES,0.001305256,11492
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DAILY CLINICAL SIGNS,DCS,GENERAL:MUSCLE TONE,0.001218239,11492
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DAILY CLINICAL SIGNS,DCS,SKIN:SCAB(S),0.000957188,11492
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DAILY CLINICAL SIGNS,DCS,SKIN:ABRASION,0.000957188,11492
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DAILY CLINICAL SIGNS,DCS,TESTIS:SIZE ABUNREMARKABLEITY,0.000957188,11492
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DAILY CLINICAL SIGNS,DCS,HAIR:PILO-ERECTION,0.000783153,11492
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DAILY CLINICAL SIGNS,DCS,SKIN:SCARS,0.000348068,11492
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DAILY CLINICAL SIGNS,DCS,EYE(S):LACRIMATION,0.000261051,11492
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DAILY CLINICAL SIGNS,DCS,GAIT/POSTURE:HUNCHED POSTURE,8.70E-05,11492
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DAILY CLINICAL SIGNS,DCS,EYE(S):PALPEBRAL CLOSURE,8.70E-05,11492
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DECREASED ABDOMINAL TONE,DECABD,ABSENT,1,60
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DECREASED GRIP STRENGTH,DECGRP,ABSENT,1,60
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DECREASED RESPIRATION,DECRSP,ABSENT,1,60
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL EXAMINATION,DCE,UNREMARKABLE,0.987654321,486
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL EXAMINATION,DCE,SCAB,0.008230453,486
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL EXAMINATION,DCE,ANIMAL FOUND DEAD,0.002057613,486
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL EXAMINATION,DCE,"FECES, DARK",0.002057613,486
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,UNREMARKABLE,1,15
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,UNREMARKABLE,1,477
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,UNREMARKABLE,0.368421053,95
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,NO EDEMA,0.315789474,95
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,NO ERYTHEMA,0.315789474,95
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,UNREMARKABLE,0.584401923,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,HAIR SPARSE,0.155012356,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,HAIR DISCOLORED,0.068322981,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,BREATHING AUDIBLE,0.048086556,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SCABBED AREA,0.047702531,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,EAR/PORTION OF EAR MISSING,0.017898885,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SWELLING,0.011804582,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,NODULE,0.010402057,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,MATERIAL AROUND EYES,0.008231483,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,UNKEMPT APPEARANCE,0.00514259,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,MATERIAL AROUND NOSE,0.00397382,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,TAIL BENT,0.003639885,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SKIN DISCOLORED,0.003122287,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,LIMB FUNCTION IMPAIRED,0.002638082,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,MALOCCLUSION,0.002621385,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,THIN,0.002537902,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,ABRASION(S),0.002003606,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,LACRIMATION,0.001953516,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,VOCALIZATION,0.001870033,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,EYELID PARTIALLY/COMPLETELY CLOSED,0.001703066,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,EYE DISCOLORED,0.001519402,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,NAIL MISSING,0.001435918,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,POSTURE HUNCHED,0.001268951,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,BODY RIGID,0.001252254,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,DISCHARGE,0.001202164,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,TAIL MISSING - PORTION,0.001101984,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,TEETH BROKEN,0.000901623,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SALIVATION,0.000751352,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,ACTIVITY DECREASED,0.000651172,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,HYPERSENSITIVE TO TOUCH,0.000617779,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,TEETH DISCOLORED,0.000534295,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,HAIR WET,0.000534295,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,WOUND CLIP(S) REMOVED,0.000467508,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,BREATHING DIFFICULT,0.000417418,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,LOSS OF SKIN ELASTICITY,0.000367328,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,LACERATION,0.000350631,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,CARRIAGE LOW,0.000350631,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SCABBING,0.000217057,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,CONVULSIONS - CLONIC,0.000183664,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,TREMORS,0.000183664,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,RIGHTING REFLEX IMPAIRED,0.000183664,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,BEHAVIOR AGGRESSIVE,0.000166967,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,FECES SOFT,0.00015027,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,URINATION INCREASED,0.00015027,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,EYE SMALL,0.00015027,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,LATERAL RECUMBENCY,0.000133574,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,RED DISCHARGE,0.000116877,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,BREATHING SHALLOW,0.00010018,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,MORIBUND,0.00010018,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SKIN COLD TO TOUCH,0.00010018,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,MATERIAL IN PAN/BEDDING,8.35E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,STRUGGLING DURING DOSING,8.35E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,MASS 2,6.68E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,RALES,6.68E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,URINE DISCOLORED,6.68E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,MASS 1,6.68E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,PENIS EXTENDED,6.68E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,TAIL DISCOLORED,6.68E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,FECES FEW/ABSENT,6.68E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,HEAD TILT,6.68E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SKIN DRY,6.68E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,TAIL RIGID,6.68E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SURGICAL IMPLANT FINDING,5.01E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,LIMBS SPLAYED,5.01E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,EYE PROTRUDING,5.01E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,ATAXIA,3.34E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,EDEMA,3.34E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,INAPPETENCE,3.34E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,FECES DISCOLORED,1.67E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,ACTIVITY INCREASED,1.67E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,FECES WATERY,1.67E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,NODULE 2,1.67E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,PILOERECTION,1.67E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,REACTIVITY DECREASED,1.67E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,BREATHING IRREGULAR,1.67E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,SNEEZING,1.67E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,TEETH CHATTERING,1.67E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,CONVULSIONS/SEIZURES AFTER DOSING,1.67E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATION,DTCL,CANNIBALIZED/PARTIALLY CANNIBALIZED,1.67E-05,59892
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,UNREMARKABLE,0.773771538,3134
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,SKIN ABUNREMARKABLEITY - ALOPECIA,0.09444799,3134
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,SKIN ABUNREMARKABLEITY - ABRASION,0.03063178,3134
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,SWELLING,0.021697511,3134
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,EYE DISCHARGE,0.013720485,3134
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,APPEARANCE ABUNREMARKABLEITY/ROUGH COAT,0.012444161,3134
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,TOOTH ABUNREMARKABLEITY/MALOCCLUSION,0.010848756,3134
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,MASS,0.008934269,3134
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,NASAL DISCHARGE,0.008296107,3134
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,SKIN ABUNREMARKABLEITY - ULCER,0.007019783,3134
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,ACTIVITY ABUNREMARKABLEITY/LETHARGY,0.004467135,3134
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,APPEARANCE ABUNREMARKABLEITY/THIN,0.003509892,3134
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,APPEARANCE ABUNREMARKABLEITY/PALE,0.002552648,3134
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,APPEARANCE ABUNREMARKABLEITY/HUNCHED,0.001914486,3134
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,RESPIRATION ABUNREMARKABLEITY/LABORED,0.000957243,3134
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,APPEARANCE ABUNREMARKABLEITY/HEAD TILT,0.000957243,3134
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,TOOTH ABUNREMARKABLEITY/MISSING,0.000638162,3134
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,ACTIVITY ABUNREMARKABLEITY/UNRESPONSIVE,0.000638162,3134
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,ACTIVITY ABUNREMARKABLEITY/RECUMBENT,0.000638162,3134
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,ACTIVITY ABUNREMARKABLEITY/LIMB WEAKNESS,0.000638162,3134
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,APPEARANCE ABUNREMARKABLEITY/DISCOLORED SKIN,0.000319081,3134
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,APPEARANCE ABUNREMARKABLEITY/WET UROGENITAL AREA,0.000319081,3134
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,FECAL STATUS/RED FECES,0.000319081,3134
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,FECAL STATUS/DIARRHEA,0.000319081,3134
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,UNREMARKABLE,0.982142857,280
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED CLINICAL OBSERVATIONS,DTCL,SCAB,0.017857143,280
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED OBSERVATIONS,DO,UNREMARKABLE,0.99375,160
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DETAILED OBSERVATIONS,DO,SKIN LESION WET SORE,0.00625,160
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DISCHARGE,DISCHARG,ORAL,0.5,8
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DISCHARGE,DISCHARG,RED,0.25,8
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DISCHARGE,DISCHARG,NASAL,0.25,8
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DOS RELATERET OBS,DRO,UNREMARKABLE,1,2052
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,DOSING SITE OBSERVATION,DOSSIT,UNREMARKABLE,1,620
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,EXCRETION,EXCRE,ABSENT,0.9,60
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,EXCRETION,EXCRE,PRESENT,0.1,60
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,EXCRETIONS,EXCRETIO,FECES-SOFT,1,4
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,EYE(S),EYE,SQUINTING,0.76,25
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,EYE(S),EYE,DISCHARGE,0.12,25
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,EYE(S),EYE,PROTRUDING,0.12,25
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,EYES,EYES,EYE(S)-MATERIAL AROUND,1,8
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,FUNCTIONAL OBSERVATIONAL BATTERY,FOB,STEREOTYPICAL OR BIZZARE BEHAVIOR,0.025013897,1799
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,FUNCTIONAL OBSERVATIONAL BATTERY,FOB,ARENA TREMOR LIMBS,0.025013897,1799
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,FUNCTIONAL OBSERVATIONAL BATTERY,FOB,HANDLING SALIVATION,0.025013897,1799
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,FUNCTIONAL OBSERVATIONAL BATTERY,FOB,HANDLING LACRIMATION,0.025013897,1799
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,FUNCTIONAL OBSERVATIONAL BATTERY,FOB,HANDLING EYE PROMINENCE - RIGHT EYE,0.025013897,1799
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,FUNCTIONAL OBSERVATIONAL BATTERY,FOB,ARENA URINATION,0.025013897,1799
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,FUNCTIONAL OBSERVATIONAL BATTERY,FOB,HANDLING PUPILLARY RESPONSE - LEFT EYE,0.025013897,1799
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,FUNCTIONAL OBSERVATIONAL BATTERY,FOB,ARENA ALERTNESS,0.025013897,1799
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,FUNCTIONAL OBSERVATIONAL BATTERY,FOB,HANDLING PUPIL SIZE - RIGHT EYE,0.025013897,1799
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,FUNCTIONAL OBSERVATIONAL BATTERY,FOB,ARENA PILOERECTION,0.025013897,1799
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,FUNCTIONAL OBSERVATIONAL BATTERY,FOB,HANDLING PINNA REFLEX - RIGHT PINNA,0.025013897,1799
RAT,SPRAGUE-DAWLEY,M,CLINICAL SIGNS,FUNCTIONAL OBSERVATIONAL BATTERY,FOB,POSTURE,0.025013897,1799
